Date,Tweet,Sentiment
9/28/2018,"State Bank of India (@TheOfficialSBI), the country's largest lender, has set up an intermediary review mechanism to review the sectors where it would go for exposure in view of the mounting bad loans plaguing the banking system, a top official said.#sbi
https://t.co/nbBaWfLHx1",Negative
9/24/2018,".@TheOfficialSBI Bluechip Fund scheme was launched on 20th January 2006. The AUM of the scheme as on 31st August 2018 is Rs 20702 crore (via @imNavneetDubey)

https://t.co/MV58QxoOer",Neutral
9/23/2018,".@TheOfficialSBI will continue to lend to NBFCs, no liquidity concerns: Chairman Rajnish Kumar on cash crunch rumours
https://t.co/uEHpr7UnGv (via @BeenaParmar)",Neutral
9/20/2018,"However, @TheOfficialSBI Chairman Rajnish Kumar said India needs to reduce the number of state-owned banks through consolidation for better management https://t.co/Od1JZRkEmS",Positive
9/19/2018,"Of those named, five are currently the deputy managing directors of State Bank of India (SBI) while the other five are executive directors (EDs) at different government-owned banks.
https://t.co/A4a3bQzgtN",Negative
9/19/2018,"With this issue @TheOfficialSBI will become compliant with the global standards as prescribed by the Climate Bonds Initiative, a global not-for-profit investor-focused organisation https://t.co/6xjiOtUMSY",Neutral
9/18/2018,"In a step towards becoming carbon neutral, country's largest lender @TheOfficialSBI is looking to install solar panels over around 10,000 ATMs across the country in the next two years.
https://t.co/ttGY5IcmVM",Positive
9/14/2018,"Stocks in the news: Engineers India, Redington, REC, Vedanta, SBI, Jain Irrigation, Cadila
https://t.co/9NTBV8AbMI",Neutral
9/13/2018,"""Why was a second restructuring of Vijay Mallya's loan allowed in 2010 contrary to the rules? At whose behest did the RBI direct the SBI to grant this restructuring,"" @rsprasad asked.
https://t.co/mzueKPpu2G",Positive
9/11/2018,"D-Street Buzz: PSU banks gains led by SBI, Andhra Bank; FMCG stocks fall with ITC down 2%
https://t.co/QmlT8FYcKQ",Negative
9/6/2018,"Looking for 15% return in 6 months? Grab SBI &amp; Majesco now
https://t.co/8xNLYAQrBE",Neutral
9/5/2018,SBI Mutual Fund appoints Ashwani Bhatia as CEO https://t.co/EslusYS0gO,Neutral
8/27/2018,"SBI changes names, IFSC codes of nearly 1,300 branches post merger with associates https://t.co/t6zFYjiNaI @TheOfficialSBI",Positive
8/27/2018,Foreign portfolio outflows could put Balance of Payments in deficit for first time in 6 years: SBI report https://t.co/dhMUg9aLI7,Positive
8/24/2018,A senior @TheOfficialSBI official told Moneycontrol's @BeenaParmar that they are asking their officers to be more considerate and go slow on the collections in the state #KeralaFloods #KeralaFloods2018 https://t.co/Z4v25SvT0Z,Positive
8/24/2018,".@TheOfficialSBI has asked its customers, who have ATM cards with magstripes, to shift to EMV chip debit cards by December 31, 2018 https://t.co/wDQPoMpvBn",Neutral
8/22/2018,"However, the headline GVA is being possibly pulled down by a weak agriculture growth, SBI added. https://t.co/7i8MmIwR1q",Negative
8/20/2018,"On #BSE 100 firms, #CreditSuisse said its preference remains for less expensive stocks like #SBI, #icicibank, #tatasteel &amp; #LarsenandToubro. For more details click here https://t.co/uAGMk66QBl",Negative
8/14/2018,"The most active stocks include Tata Steel, TCS, Dewan Housing Finance, SBI and Axis Bank. https://t.co/NnKLACicqx",Positive
8/13/2018,"Learnings from its Kingfisher experience, SBI to be cautious in its dealings with Jet
https://t.co/0j3K6bsI02",Neutral
8/12/2018,"SBI to sell NPAs Bombay Rayon Fashions, Shivam Dhatu worth Rs 2,490 cr https://t.co/evRzJoyRT6",Positive
8/10/2018,Finance Minister @PiyushGoyal on Friday said there was no retrenchment of employees after the merger of five associate banks and the Bhartiya Mahila Bank with the @TheOfficialSBI. https://t.co/jGHscMVpVO,Neutral
8/10/2018,"A day after the airline deferred its June quarter results, @TheOfficialSBI said that the loan account of @jetairways is part of its total watchlist and special mentioned category loans of Rs 24,633 crore as on June end 2018, reports @BeenaParmar https://t.co/PMLP6NnDZE",Positive
8/10/2018,"A day after the airline deferred its June quarter results, @TheOfficialSBI said that the loan account of @jetairways is part of its total watchlist and special mentioned category loans of Rs 24,633 crore as on June end 2018. https://t.co/8LKP32UrMB",Positive
8/10/2018,"#EarningsWithMC | @TheOfficialSBI had reported a net loss of Rs 7,718 crore for the March quarter. In June quarter last year, the state-owned bank had reported a net profit of Rs 2,005.5 crore, reports @BeenaParmar https://t.co/PTVSLHh7o7",Neutral
8/10/2018,"#BREAKING #EarningsWithMC | SBI reports loss for the third straight quarter, Net NPA at 5.29% vs 5.73% (QoQ), Other Income at Rs 6,679 cr vs Rs 12,495 cr (QoQ) @TheOfficialSBI https://t.co/AQDgqp7uUv",Positive
8/10/2018,"#BREAKING | SBI reports Q1FY19 net loss at Rs 4,876 crore #EarningsWithMC https://t.co/ufuU02UR0v",Neutral
8/10/2018,"M&amp;M hits new 52-week high while Metals, PSU banks drag led by SBI, JSPL on #DStreet https://t.co/oZ8yip0aof",Positive
8/10/2018,.@TheOfficialSBI falls 2% ahead of Q1 results; analysts peg Q1 loss at Rs 30 crore https://t.co/IoNfoJMtEZ #buzzing,Neutral
8/9/2018,India’s largest lender @TheOfficialSBI is likely to post a net loss of Rs 30.6 crore for the first quarter ending June 2018 due to a jump in the provisions. https://t.co/c9hv5Wbh3l,Positive
8/9/2018,.@TheOfficialSBI has announced divestment of up to 4% stake in @sbigeneral to a non-promoter through small parcel share sale. https://t.co/cQ6OiA0pCg,Negative
8/7/2018,"Robots, humanoids and chat bots are the latest ""staff"" at banks like State Bank of India (SBI), HDFC Bank and Canara Bank, reports @BeenaParmar. https://t.co/KlHR6NMWn4",Positive
8/2/2018,"#InPics | After #JioPaymentsBank, @TheOfficialSBI signs MoU with #RIL, in the presence of SBI Chiarman Rajnish Kumar and Reliance's Mukesh Ambani. SBI YONO app will now be integrated with @reliancejio's MyJio mobile app

More details on the MoU here: https://t.co/oLf7BOugBr https://t.co/EMoyLFuFq9",Positive
8/2/2018,"The two companies are entering into the digital partnership which will help #SBI widen its “digital customer base multi-fold” and #Jio “will now bring in financial services capabilities of SBI and Jio Payments Bank.”

Read more: https://t.co/3G0364mOwF",Negative
8/2/2018,"@TheOfficialSBI @reliancejio #BREAKING | @TheOfficialSBI will integrate SBI YONO with @reliancejio's MyJio Mobile App platform

Here's all you need to know: https://t.co/9CVdkmsMm6",Neutral
8/2/2018,@TheOfficialSBI @reliancejio #BREAKING on #JioPaymentsBank | SBI YONO to integrate with Reliance MyJio platform @TheOfficialSBI @reliancejio,Neutral
8/2/2018,"#BREAKING on #JioPaymentsBank | #Reliance and #SBI sign MoU to bring next
generation bilateral experience with exclusive digital Banking, Payments and Commerce journeys for customers @TheOfficialSBI @reliancejio",Neutral
7/31/2018,#EarningsWithMC SBI General Q1 net profit up 126%; wipes out accumulated losses https://t.co/U7lkPJRQbw,Positive
7/30/2018,"AntWorks gets $15 mn funding from Japan's SBI Investment
https://t.co/RCYSXTmTx4 https://t.co/H71jsF6QId",Neutral
7/30/2018,".@TheOfficialSBI raises interest rates on fixed deposits by up to 10 bps

https://t.co/fgOyQYqExu https://t.co/7mqbtIKXoh",Positive
7/30/2018,"D-Street Buzz: Nifty PSU bank zoomes 4% with SBI, PNB up 3-5%; Navkar Corp spikes 12%, ICICI Bank rally
https://t.co/n0jNXnhXBa https://t.co/Hvq9rqeznZ",Neutral
7/27/2018,"SBI, PNB, BoB may introduce performance-linked salary model for senior executives https://t.co/3IUC9oK1nk",Neutral
7/26/2018,"SBI to DoT: Cancellation of RCom's spectrum will 'jeopardise' dues recovery by lenders
https://t.co/UuqWUIwinj https://t.co/DPeiDZdxIX",Neutral
7/26/2018,"D-Street Buzz: Ambuja Cements up 7%, midcap outperform; PSU bank index up 4.5% led by SBI, BoB
https://t.co/k6V3CfmZKN https://t.co/ALz0IBvHK6",Neutral
7/25/2018,"#SBI hopes to recover 50% assets from #RBI’s first #NPA list
https://t.co/NuLk9ySZQy",Positive
7/24/2018,"#RBI to go for status quo in August: #SBI's eco research wing
https://t.co/7CtvEQbscS https://t.co/NuwFcvNOvY",Neutral
7/17/2018,"#SBI asks 70,000 employees to return money paid for overtime during #demonetisation: Report
https://t.co/YUWOdGlAUu",Neutral
7/16/2018,SBI to organise outreach programme for farmers on July 18 https://t.co/3moZ4glwiT,Neutral
7/15/2018,"SBI PO Result 2018: SBI PO Prelims Results to be announced today, how to check on https://t.co/FwvRWTGW61 https://t.co/GMv8YL63Qf",Neutral
7/11/2018,"#SBI shares down 1.5% after CBI registers 3 cases of banking fraud post Rs 136-crore loss
https://t.co/fq1AIzIHS1",Negative
7/6/2018,MSP hike could impact retail inflation by 73 bps: SBI report https://t.co/AlCNb6xU5p,Neutral
7/6/2018,"#VijayMallya case: Very happy with UK enforcement order, says #SBI MD
https://t.co/XjQjNuLhXf",Positive
7/2/2018,"SBI, other banks using AI big time to improve efficiency, cut costs https://t.co/EDG2pYrIBi",Negative
7/1/2018,SBI expects retail portfolio to constitute 60% of overall loans this fiscal: P K Gupta https://t.co/ALErihpycv,Positive
6/28/2018,"Panel on bad bank to submit report shortly, says #SBI chief
https://t.co/SXZZN641mW",Negative
6/28/2018,"#SBI refuses to disclose details of political parties which received donations through electoral bonds, claims RTI
https://t.co/bYFyta9QJE",Neutral
6/26/2018,"Market Update | FMCG stocks gain led by GSK Cons; Tata Elxsi hits new 52-week high, SBI most active (via @Im_Sandip1)https://t.co/GsIkFDM8v9",Positive
6/20/2018,"B Sriram of #SBI appointed as MD &amp; CEO of #IDBIBank
https://t.co/W80DJ0JNhy",Neutral
6/19/2018,"Rats eat away Rs 12 Lakh currency notes from SBI's ATM in Assam
https://t.co/D8bSytOobb",Neutral
6/15/2018,"India stares at Iranian oil supply hit as SBI pulls out, says IOC https://t.co/EFNmMnXA3c",Neutral
6/13/2018,"Market Update: Nifty pharma outshines as DRL, Cadila Health jump 4-5%; SBI, TCS most active @im_sandip https://t.co/OtaOMkTYMG",Positive
6/12/2018,"PNB, SBI, 13 others get Moody's counterparty risk ratings https://t.co/oLzbW3r0M6",Neutral
6/11/2018,"Market Update | #Nifty PSU bank outperforms as SBI, PNB gain 1-2%; #Infosys, D-Mart hit new 52-week high
Read more: https://t.co/aQC88LWI8C",Positive
6/10/2018,"#SBI to auction these 12 bad accounts this month to recover over Rs 1325 crore - Read here
https://t.co/LGwLKhWf0s",Negative
6/9/2018,"SBI expects Rs 30,000 crore recovery from resolution under IBC https://t.co/gEZttVcnJf",Neutral
6/9/2018,"#SBI expects Rs 30,000 crore recovery from resolution under IBC https://t.co/JXPfwji5Z1",Neutral
6/8/2018,"#SBI, #ICICIBank and #PNB see surge in digital transactions, says a report
https://t.co/Cr50GK4Hxi",Neutral
6/5/2018,"Cash is our biggest competitor, so are HDFC Bank and SBI: American Express chief @gauravchoudhury https://t.co/SVCk2f6ggR",Neutral
6/4/2018,Japan's SBI Holdings launches first bank-backed crypto exchange https://t.co/eg6NVI06AL,Positive
6/3/2018,"SBI to modify rules for startup investments
https://t.co/sXgctL3PW4",Neutral
6/1/2018,"After SBI and PNB, banks hike loan interest rates; EMIs to go up https://t.co/hibXADIZY5",Neutral
6/1/2018,"SBI hikes loan rates by 0.10%, other banks to follow suit (via @BeenaParmar ) https://t.co/YSoN4Jv2cD",Negative
5/30/2018,SBI hikes rates on short-to-medium term fixed deposits by up to 25 bps https://t.co/pounghzjK2,Positive
5/24/2018,"Q4 report card: PSB losses tower over other banks' profits; SBI, PNB hit the most (via @BeenaParmar ) https://t.co/NnG0mnKIaa",Positive
5/24/2018,SBI chief Rajnish Kumar sees recovery from bankruptcy cases this fiscal https://t.co/gc36B87rhs,Neutral
5/23/2018,"LISTEN IN | #SBI to go on hiring spree this year
https://t.co/l1Dsokwb7C",Neutral
5/23/2018,"#SBI shares continue to gain, up nearly 4%
https://t.co/xvVnwXbbgF",Positive
5/23/2018,"SBI to hire 10,300 employees this year https://t.co/eBVqjBIoVn via @Audioboom",Neutral
5/23/2018,SBI: End to asset quality woes near; buy for long term @nehadave01 https://t.co/4gKdVfWNtd,Positive
5/23/2018,"#SBI to hire 10,300 employees this year to boost dwindling workforce https://t.co/gjr5QVrC05",Neutral
5/23/2018,Global brokerage firms still maintain buy on SBI post Q4 results; see 25-50% upside https://t.co/rbyfLB1WaI,Neutral
5/23/2018,Market Update: CNX PSU banks outperforms as SBI jumps 5%; UltraTech hits new 52-week low @im_sandip https://t.co/yyxwjpIgFU,Positive
5/23/2018,Market Update | CNX PSU banks outperforms as SBI jumps 5%; UltraTech hits new 52-week low (via @Im_Sandip1) https://t.co/SAGTAc0uXO,Positive
5/23/2018,"SBI to hire 10,300 employees this year as workforce reduced by 15,700 in FY18 https://t.co/merSQcUu1N",Neutral
5/22/2018,"#SBI will be the biggest beneficiary of #BhushanSteel sale; read on to know more
https://t.co/cWPMHfh15d",Positive
5/22/2018,"CLOSING BELL | #Sensex snaps 5-day losing streak; SBI lifts PSU Bank 3%; Bajaj Fin at record close
https://t.co/LFFtnLsdRY",Neutral
5/22/2018,"SBI top gainer on #Nifty, up 3% despite poor Q4; #PCJeweller zooms 16%
https://t.co/OFVvh3lD9H https://t.co/vAVo79i8Uz",Positive
5/22/2018,"#SBI's shares gain over 6% even as bank posts Q4 net loss at Rs 7,700 crore
https://t.co/3qt5QVYj6G",Neutral
5/22/2018,"#SBI posts Q4 loss of Rs 7,718 crore as provisions more than double
https://t.co/1RhDjz8ehq (via @BeenaParmar)",Positive
5/22/2018,"SBI falls over 1% ahead of Q4 results; net loss seen at Rs 1,270.5 crore https://t.co/HCzvzA4ARn",Neutral
5/21/2018,"Services to be impacted on May 30-31 if bank unions go on strike, says #SBI
https://t.co/2EVuaFR7Ba",Neutral
5/21/2018,"#SBI likely to report loss in Q4FY18 on rise in provisions, NPAs
https://t.co/1ecxXDQy7i",Neutral
5/21/2018,"Market update: PSU banks outperform led by SBI, BoI; HUL, TCS hits new 52-week highs (via @Im_Sandip1) https://t.co/2Ht7l4ARLL",Positive
5/15/2018,"Exclusive | ArcelorMittal transfers Rs 7,000 cr to SBI escrow A/c to clear Uttam Galva dues (via @PRINCE0879 ) https://t.co/JQUpfnyfqJ",Positive
5/14/2018,Delay in MGNREGA payments higher in states announcing farm loan waivers: SBI report https://t.co/SYzt4Fc1Ke,Positive
5/8/2018,Aim to come out with IPO in FY20: SBI General CEO Pushan Mahapatra via @Maamitalks https://t.co/pMl6q314mr,Positive
5/8/2018,SBI General posts net profit of Rs 396 crore for FY18 on one-time gain https://t.co/17fjwBX1BK,Positive
5/8/2018,"Market Update: PSU banks gain led SBI, BoB; IndusInd Bank, M&amp;M top losers, ICICI up 7% (via @Im_Sandip1) https://t.co/2PwUiSPQHe",Positive
4/27/2018,"#MarketUpdate: Maruti sheds 2% after Q4 numbers; Nifty PSU bank spikes 4% led by SBI, #AxisBank zooms 8% https://t.co/emNWPO9pbU",Neutral
4/26/2018,SBI Life Q4 net profit up 13% to Rs 381.2 crore https://t.co/A0cF1XWDEa,Neutral
4/21/2018,"SBI to save Rs 30 cr p.a. from wind, solar power investments https://t.co/55iNwiECAQ",Neutral
4/19/2018,SBI customers can withdraw cash at 4.78 lakh PoS machines https://t.co/Y3csvfiuGW,Neutral
4/19/2018,Time not ripe for large scale privatisation of public sector banks: SBI Chief https://t.co/uKTesVizGy,Positive
4/19/2018,Cash shortage problem to be resolved by April 20: SBI Chief Rajnish Kumar https://t.co/z1ljXSKuhk,Neutral
4/16/2018,Financial institutions need to guard against reputation risks: SBI study https://t.co/xAQVbRCrQH,Neutral
4/13/2018,"Market Update | IT, Pharma index outperforms led by TCS, Glenmark; Adani Ports up 3%; SBI most active
https://t.co/sEB56pTD1k",Positive
4/12/2018,#PNBscam | CBI questions 2 DGM-level officers of SBI https://t.co/mziQ6DejGo,Neutral
4/11/2018,"Market Update | CNX IT outperforms as TCS, HCL Tech trade higher; SBI, PNB drag PSU bank index lower  (via @Im_Sandip1) https://t.co/vXU9tyOJt2",Positive
4/10/2018,"SBI launches UK subsidiary with 225 miilion pounds capital commitment
https://t.co/IVYyGbgqET #SBI",Neutral
3/28/2018,What are #SBI's new rates on fixed deposits. Find out here https://t.co/ZqhvkS04D5,Positive
3/26/2018,"Market Update: PSU Bank index up 1% led by SBI; CNX IT drags as Wipro falls 2%; GAIL, HPCL shed up to 4% https://t.co/gYsCBCmUeD",Neutral
3/21/2018,"Market LIVE | #Sensex, banks off day's highs; ICICI Bank, SBI extend losses
https://t.co/NqdY3JYA8b",Positive
